Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),Sub-Category 1,Sub-Category 2,Sub-Category 3,Sub-Category 4,Sub-Category 5
ne_10m_admin_0_disputed_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.dbf,Landda_develop_data,shapefiles,,,.dbf,2763,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places_simple.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.README.html,Landda_develop_data,shapefiles,,,.html,23653,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claim_limit_lines.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,900,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places_simple.README.html,Landda_develop_data,shapefiles,,,.html,24307,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_land.shx,Landda_develop_data,shapefiles,,,.shx,2988,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,599487,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.dbf,Landda_develop_data,shapefiles,,,.dbf,613,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_map_units.shx,Landda_develop_data,shapefiles,,,.shx,1564,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claim_limit_lines.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lines.shp,Landda_develop_data,shapefiles,,,.shp,7365240,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,508,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.shx,Landda_develop_data,shapefiles,,,.shx,1244,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_maritime_indicator.README.html,Landda_develop_data,shapefiles,,,.html,24195,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.shp,Landda_develop_data,shapefiles,,,.shp,19119748,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points_details.shx,Landda_develop_data,shapefiles,,,.shx,37276,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.README.html,Landda_develop_data,shapefiles,,,.html,100958,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.README.html,Landda_develop_data,shapefiles,,,.html,23059,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.shx,Landda_develop_data,shapefiles,,,.shx,2140,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_airports.README.html,Landda_develop_data,shapefiles,,,.html,29522,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_disputed_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,7844,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_seams.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,100958,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.README.html,Landda_develop_data,shapefiles,,,.html,26309,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,187308,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,1695892,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_tiny_countries.shp,Landda_develop_data,shapefiles,,,.shp,1136,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_maritime_indicator.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.README.html,Landda_develop_data,shapefiles,,,.html,24083,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.dbf,Landda_develop_data,shapefiles,,,.dbf,2373578,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.shx,Landda_develop_data,shapefiles,,,.shx,8748,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lines.dbf,Landda_develop_data,shapefiles,,,.dbf,54829,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas_landscan.shx,Landda_develop_data,shapefiles,,,.shx,48244,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.dbf,Landda_develop_data,shapefiles,,,.dbf,118592,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.README.html,Landda_develop_data,shapefiles,,,.html,24714,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_airports.dbf,Landda_develop_data,shapefiles,,,.dbf,1971525,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places_simple.shx,Landda_develop_data,shapefiles,,,.shx,58844,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_line.README.html,Landda_develop_data,shapefiles,,,.html,26630,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.shp,Landda_develop_data,shapefiles,,,.shp,2228,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_units.shp,Landda_develop_data,shapefiles,,,.shp,8872244,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_boundary_lines_land.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.dbf,Landda_develop_data,shapefiles,,,.dbf,43467,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.dbf,Landda_develop_data,shapefiles,,,.dbf,822357,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.README.html,Landda_develop_data,shapefiles,,,.html,100958,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places_simple.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas_landscan.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_tiny_countries.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.README.html,Landda_develop_data,shapefiles,,,.html,24633,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,11595422,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_sovereignty.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lines.shp,Landda_develop_data,shapefiles,,,.shp,20740,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.dbf,Landda_develop_data,shapefiles,,,.dbf,2859,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.shp,Landda_develop_data,shapefiles,,,.shp,13396,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.README.html,Landda_develop_data,shapefiles,,,.html,26630,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.dbf,Landda_develop_data,shapefiles,,,.dbf,13427408,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lines.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas_landscan.shp,Landda_develop_data,shapefiles,,,.shp,43727272,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.shx,Landda_develop_data,shapefiles,,,.shx,2620,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.shp,Landda_develop_data,shapefiles,,,.shp,8878656,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_land.README.html,Landda_develop_data,shapefiles,,,.html,24195,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.shp,Landda_develop_data,shapefiles,,,.shp,21252,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.README.html,Landda_develop_data,shapefiles,,,.html,23632,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_map_units.shp,Landda_develop_data,shapefiles,,,.shp,181628,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places_simple.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_maritime_indicator.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_units.dbf,Landda_develop_data,shapefiles,,,.dbf,700422,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places.dbf,Landda_develop_data,shapefiles,,,.dbf,12184090,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.README.html,Landda_develop_data,shapefiles,,,.html,27234,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,466450,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.shp,Landda_develop_data,shapefiles,,,.shp,1623652,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_label_points.shp,Landda_develop_data,shapefiles,,,.shp,198564,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_pacific_groupings.shp,Landda_develop_data,shapefiles,,,.shp,34956,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.dbf,Landda_develop_data,shapefiles,,,.dbf,322641,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_scale_rank.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places.shp,Landda_develop_data,shapefiles,,,.shp,35072,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lines.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.shp,Landda_develop_data,shapefiles,,,.shp,1124668,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries.shp,Landda_develop_data,shapefiles,,,.shp,8800376,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_units.shx,Landda_develop_data,shapefiles,,,.shx,2460,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_sovereignty.shx,Landda_develop_data,shapefiles,,,.shx,1748,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.shp,Landda_develop_data,shapefiles,,,.shp,25048,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lines.shp,Landda_develop_data,shapefiles,,,.shp,116436,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.shx,Landda_develop_data,shapefiles,,,.shx,7228,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.dbf,Landda_develop_data,shapefiles,,,.dbf,679363,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,270065,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas.shx,Landda_develop_data,shapefiles,,,.shx,740,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_maritime_indicator.dbf,Landda_develop_data,shapefiles,,,.dbf,10667,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_tiny_countries.shx,Landda_develop_data,shapefiles,,,.shx,396,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_pacific_groupings.shx,Landda_develop_data,shapefiles,,,.shx,596,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places_simple.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_map_units.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_maritime_indicator.README.html,Landda_develop_data,shapefiles,,,.html,26515,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.shx,Landda_develop_data,shapefiles,,,.shx,90372,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,980,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.dbf,Landda_develop_data,shapefiles,,,.dbf,57393,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places_simple.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.shx,Landda_develop_data,shapefiles,,,.shx,588,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,29480,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_land.dbf,Landda_develop_data,shapefiles,,,.dbf,108822,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lakes.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_pacific_groupings.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.dbf,Landda_develop_data,shapefiles,,,.dbf,824618,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_map_units.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.shx,Landda_develop_data,shapefiles,,,.shx,2028,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries_lakes.shx,Landda_develop_data,shapefiles,,,.shx,1516,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.shx,Landda_develop_data,shapefiles,,,.shx,2212,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_disputed_areas.shx,Landda_develop_data,shapefiles,,,.shx,468,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.README.html,Landda_develop_data,shapefiles,,,.html,24714,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.dbf,Landda_develop_data,shapefiles,,,.dbf,71612778,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.shx,Landda_develop_data,shapefiles,,,.shx,2044,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_label_points.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places_simple.shp,Landda_develop_data,shapefiles,,,.shp,35072,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_label_points.dbf,Landda_develop_data,shapefiles,,,.dbf,1914081,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_pacific_groupings.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.shp,Landda_develop_data,shapefiles,,,.shp,9950300,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_sovereignty.shp,Landda_develop_data,shapefiles,,,.shp,8791384,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces.README.html,Landda_develop_data,shapefiles,,,.html,25029,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points.README.html,Landda_develop_data,shapefiles,,,.html,24922,NaturalEarth,natural_earth,cultural,inputs,
