Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),Sub-Category 1,Sub-Category 2,Sub-Category 3,Sub-Category 4,Sub-Category 5
ne_10m_ocean.shp,Landda_develop_data,shapefiles,,,.shp,7176016,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geographic_lines.README.html,Landda_develop_data,shapefiles,,,.html,21865,NaturalEarth,natural_earth,physical,inputs,
ne_50m_lakes.shp,Landda_develop_data,shapefiles,,,.shp,231984,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,512220,NaturalEarth,natural_earth,physical,inputs,
ne_10m_coastline.dbf,Landda_develop_data,shapefiles,,,.dbf,392765,NaturalEarth,natural_earth,physical,inputs,
ne_50m_coastline.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_10.shp,Landda_develop_data,shapefiles,,,.shp,426700,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,22761,NaturalEarth,natural_earth,physical,inputs,
ne_10m_reefs.shp,Landda_develop_data,shapefiles,,,.shp,244844,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geographic_lines.shp,Landda_develop_data,shapefiles,,,.shp,38836,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_5.dbf,Landda_develop_data,shapefiles,,,.dbf,4612,NaturalEarth,natural_earth,physical,inputs,
ne_110m_land.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_30.dbf,Landda_develop_data,shapefiles,,,.dbf,922,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_15.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
.DS_Store,Landda_develop_data,shapefiles,,,,6148,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_B_9000.shp,Landda_develop_data,shapefiles,,,.shp,11268,NaturalEarth,natural_earth,physical,inputs,
ne_50m_lakes_historic.dbf,Landda_develop_data,shapefiles,,,.dbf,13814,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_15.README.html,Landda_develop_data,shapefiles,,,.html,26697,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_K_200.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_50m_glaciated_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_antarctic_ice_shelves_polys.shp,Landda_develop_data,shapefiles,,,.shp,83960,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_north_america.shx,Landda_develop_data,shapefiles,,,.shx,42180,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_points.shx,Landda_develop_data,shapefiles,,,.shx,1396,NaturalEarth,natural_earth,physical,inputs,
ne_10m_ocean.README.html,Landda_develop_data,shapefiles,,,.html,22965,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_20.README.html,Landda_develop_data,shapefiles,,,.html,26697,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_D_7000.dbf,Landda_develop_data,shapefiles,,,.dbf,2725,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_lake_centerlines.shx,Landda_develop_data,shapefiles,,,.shx,11740,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_15.shp,Landda_develop_data,shapefiles,,,.shp,276028,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_polys.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_polys.dbf,Landda_develop_data,shapefiles,,,.dbf,391630,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_ocean_seams.README.html,Landda_develop_data,shapefiles,,,.html,24169,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_L_0.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_G_4000.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_europe.README.html,Landda_develop_data,shapefiles,,,.html,33397,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_1.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_land.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_110m_wgs84_bounding_box.shp,Landda_develop_data,shapefiles,,,.shp,4556,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_L_0.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_1.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_5.shp,Landda_develop_data,shapefiles,,,.shp,906364,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_europe.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_antarctic_ice_shelves_polys.dbf,Landda_develop_data,shapefiles,,,.dbf,28336,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines.README.html,Landda_develop_data,shapefiles,,,.html,25391,NaturalEarth,natural_earth,physical,inputs,
ne_50m_lakes_historic.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_coastline.shp,Landda_develop_data,shapefiles,,,.shp,714268,NaturalEarth,natural_earth,physical,inputs,
ne_50m_antarctic_ice_shelves_lines.shp,Landda_develop_data,shapefiles,,,.shp,36596,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_20.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_points.shp,Landda_develop_data,shapefiles,,,.shp,6680,NaturalEarth,natural_earth,physical,inputs,
ne_110m_wgs84_bounding_box.dbf,Landda_develop_data,shapefiles,,,.dbf,132,NaturalEarth,natural_earth,physical,inputs,
ne_110m_glaciated_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_marine_polys.dbf,Landda_develop_data,shapefiles,,,.dbf,201195,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_30.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_D_7000.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_50m_wgs84_bounding_box.shp,Landda_develop_data,shapefiles,,,.shp,8876,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_points.shx,Landda_develop_data,shapefiles,,,.shx,1980,NaturalEarth,natural_earth,physical,inputs,
ne_50m_land.shx,Landda_develop_data,shapefiles,,,.shx,11460,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_I_2000.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_coastline.README.html,Landda_develop_data,shapefiles,,,.html,22376,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,32804,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_polys.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_1.shp,Landda_develop_data,shapefiles,,,.shp,6205036,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_A_10000.shx,Landda_develop_data,shapefiles,,,.shx,124,NaturalEarth,natural_earth,physical,inputs,
ne_10m_ocean.dbf,Landda_develop_data,shapefiles,,,.dbf,138,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_1.shp,Landda_develop_data,shapefiles,,,.shp,6205036,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_lake_centerlines_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,33397,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_points.dbf,Landda_develop_data,shapefiles,,,.dbf,20942,NaturalEarth,natural_earth,physical,inputs,
ne_110m_glaciated_areas.shx,Landda_develop_data,shapefiles,,,.shx,188,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_B_9000.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_15.shp,Landda_develop_data,shapefiles,,,.shp,276028,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_wgs84_bounding_box.dbf,Landda_develop_data,shapefiles,,,.dbf,132,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_coastline.README.html,Landda_develop_data,shapefiles,,,.html,24176,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_polys.README.html,Landda_develop_data,shapefiles,,,.html,237793,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_1.dbf,Landda_develop_data,shapefiles,,,.dbf,20675,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geographic_lines.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_10.shx,Landda_develop_data,shapefiles,,,.shx,524,NaturalEarth,natural_earth,physical,inputs,
ne_110m_land.README.html,Landda_develop_data,shapefiles,,,.html,21649,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_20.shx,Landda_develop_data,shapefiles,,,.shx,316,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_elevation_points.dbf,Landda_develop_data,shapefiles,,,.dbf,579460,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines_scale_rank.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_E_6000.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_playas.README.html,Landda_develop_data,shapefiles,,,.html,21581,NaturalEarth,natural_earth,physical,inputs,
ne_10m_coastline.README.html,Landda_develop_data,shapefiles,,,.html,23210,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geographic_lines.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_wgs84_bounding_box.shx,Landda_develop_data,shapefiles,,,.shx,108,NaturalEarth,natural_earth,physical,inputs,
ne_110m_wgs84_bounding_box.shx,Landda_develop_data,shapefiles,,,.shx,108,NaturalEarth,natural_earth,physical,inputs,
ne_50m_land.shp,Landda_develop_data,shapefiles,,,.shp,1050332,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_polys.shx,Landda_develop_data,shapefiles,,,.shx,4276,NaturalEarth,natural_earth,physical,inputs,
ne_50m_land.dbf,Landda_develop_data,shapefiles,,,.dbf,69709,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_5.dbf,Landda_develop_data,shapefiles,,,.dbf,4612,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_5.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_polys.shx,Landda_develop_data,shapefiles,,,.shx,580,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_marine_polys.shx,Landda_develop_data,shapefiles,,,.shx,348,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geographic_lines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_C_8000.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_marine_polys.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_antarctic_ice_shelves_polys.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_marine_polys.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geographic_lines.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_europe.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_30.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_10.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_1.shx,Landda_develop_data,shapefiles,,,.shx,4412,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_30.shx,Landda_develop_data,shapefiles,,,.shx,236,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,81890,NaturalEarth,natural_earth,physical,inputs,
ne_10m_wgs84_bounding_box.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_ocean_label_points.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_label_points.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_coastline.shx,Landda_develop_data,shapefiles,,,.shx,22028,NaturalEarth,natural_earth,physical,inputs,
ne_10m_reefs.dbf,Landda_develop_data,shapefiles,,,.dbf,51236,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_coastline.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_coastline.README.html,Landda_develop_data,shapefiles,,,.html,22728,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_20.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_110m_glaciated_areas.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_H_3000.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_north_america.dbf,Landda_develop_data,shapefiles,,,.dbf,34359538,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_10.shx,Landda_develop_data,shapefiles,,,.shx,524,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_pluvial.shp,Landda_develop_data,shapefiles,,,.shp,279872,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_10.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_J_1000.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_15.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_D_7000.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_1.dbf,Landda_develop_data,shapefiles,,,.dbf,16902,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_europe.shp,Landda_develop_data,shapefiles,,,.shp,1142504,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_lake_centerlines_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_50m_antarctic_ice_shelves_polys.shx,Landda_develop_data,shapefiles,,,.shx,612,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_I_2000.dbf,Landda_develop_data,shapefiles,,,.dbf,9017,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_polys.README.html,Landda_develop_data,shapefiles,,,.html,25839,NaturalEarth,natural_earth,physical,inputs,
ne_10m_coastline.shx,Landda_develop_data,shapefiles,,,.shx,33164,NaturalEarth,natural_earth,physical,inputs,
ne_10m_coastline.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_C_8000.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_30.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_rivers_lake_centerlines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_points.README.html,Landda_develop_data,shapefiles,,,.html,27545,NaturalEarth,natural_earth,physical,inputs,
ne_50m_wgs84_bounding_box.README.html,Landda_develop_data,shapefiles,,,.html,26697,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_L_0.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geography_regions_points.README.html,Landda_develop_data,shapefiles,,,.html,25839,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_1.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_15.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_playas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_G_4000.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_ocean.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
README.md,Landda_develop_data,shapefiles,,,.md,4692,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_15.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_ocean.README.html,Landda_develop_data,shapefiles,,,.html,22174,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_north_america.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geographic_lines.README.html,Landda_develop_data,shapefiles,,,.html,21925,NaturalEarth,natural_earth,physical,inputs,
ne_10m_glaciated_areas.README.html,Landda_develop_data,shapefiles,,,.html,22479,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,9414226,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_J_1000.dbf,Landda_develop_data,shapefiles,,,.dbf,7037,NaturalEarth,natural_earth,physical,inputs,
ne_10m_coastline.shp,Landda_develop_data,shapefiles,,,.shp,6806812,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geographic_lines.shx,Landda_develop_data,shapefiles,,,.shx,148,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_30.README.html,Landda_develop_data,shapefiles,,,.html,26697,NaturalEarth,natural_earth,physical,inputs,
ne_50m_coastline.dbf,Landda_develop_data,shapefiles,,,.dbf,70101,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_marine_polys.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_10.shp,Landda_develop_data,shapefiles,,,.shp,426700,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_5.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_land.shp,Landda_develop_data,shapefiles,,,.shp,89504,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_30.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_1.shp,Landda_develop_data,shapefiles,,,.shp,6205036,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_lake_centerlines.README.html,Landda_develop_data,shapefiles,,,.html,33676,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_G_4000.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_elevation_points.README.html,Landda_develop_data,shapefiles,,,.html,237512,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands.shp,Landda_develop_data,shapefiles,,,.shp,724812,NaturalEarth,natural_earth,physical,inputs,
ne_110m_wgs84_bounding_box.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_historic.shx,Landda_develop_data,shapefiles,,,.shx,124,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_polys.dbf,Landda_develop_data,shapefiles,,,.dbf,6816013,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_F_5000.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_points.dbf,Landda_develop_data,shapefiles,,,.dbf,1551214,NaturalEarth,natural_earth,physical,inputs,
ne_50m_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_europe.shx,Landda_develop_data,shapefiles,,,.shx,10772,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,6839272,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_20.dbf,Landda_develop_data,shapefiles,,,.dbf,1332,NaturalEarth,natural_earth,physical,inputs,
ne_50m_lakes_historic.shp,Landda_develop_data,shapefiles,,,.shp,4324,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_C_8000.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_15.shx,Landda_develop_data,shapefiles,,,.shx,380,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_north_america.README.html,Landda_develop_data,shapefiles,,,.html,31725,NaturalEarth,natural_earth,physical,inputs,
ne_10m_playas.README.html,Landda_develop_data,shapefiles,,,.html,21605,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_regions_polys.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_ocean_label_points.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_30.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_pluvial.README.html,Landda_develop_data,shapefiles,,,.html,31725,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_30.shp,Landda_develop_data,shapefiles,,,.shp,129964,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_historic.dbf,Landda_develop_data,shapefiles,,,.dbf,21750,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_G_4000.README.html,Landda_develop_data,shapefiles,,,.html,30890,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geographic_lines.shp,Landda_develop_data,shapefiles,,,.shp,38836,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_pluvial.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_15.README.html,Landda_develop_data,shapefiles,,,.html,26636,NaturalEarth,natural_earth,physical,inputs,
ne_10m_rivers_north_america.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_wgs84_bounding_box.README.html,Landda_develop_data,shapefiles,,,.html,26727,NaturalEarth,natural_earth,physical,inputs,
ne_10m_land_ocean_seams.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_graticules_10.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_rivers_lake_centerlines_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,25391,NaturalEarth,natural_earth,physical,inputs,
ne_10m_geography_regions_elevation_points.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_10m_bathymetry_H_3000.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_pluvial.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_110m_ocean.dbf,Landda_develop_data,shapefiles,,,.dbf,211,NaturalEarth,natural_earth,physical,inputs,
ne_110m_geographic_lines.dbf,Landda_develop_data,shapefiles,,,.dbf,36552,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_5.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_wgs84_bounding_box.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,physical,inputs,
ne_50m_land.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,physical,inputs,
ne_110m_lakes.shx,Landda_develop_data,shapefiles,,,.shx,300,NaturalEarth,natural_earth,physical,inputs,
ne_10m_lakes_pluvial.dbf,Landda_develop_data,shapefiles,,,.dbf,40674,NaturalEarth,natural_earth,physical,inputs,
ne_10m_minor_islands_coastline.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,physical,inputs,
ne_50m_geography_marine_polys.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_50m_antarctic_ice_shelves_lines.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_10.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,physical,inputs,
ne_110m_land.shx,Landda_develop_data,shapefiles,,,.shx,1116,NaturalEarth,natural_earth,physical,inputs,
ne_110m_graticules_20.dbf,Landda_develop_data,shapefiles,,,.dbf,1332,NaturalEarth,natural_earth,physical,inputs,
ne_50m_graticules_10.shp,Landda_develop_data,shapefiles,,,.shp,426700,NaturalEarth,natural_earth,physical,inputs,
