Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version,Sub-Category 1,Sub-Category 2,Sub-Category 3
ghcn_snwd_ioda_20191231.nc,,DA,,,.nc,821610,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191214.nc,,DA,,,.nc,782670,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191223.nc,,DA,,,.nc,706007,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191224.nc,,DA,,,.nc,775872,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191206.nc,,DA,,,.nc,708843,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191212.nc,,DA,,,.nc,819014,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191230.nc,,DA,,,.nc,729992,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191213.nc,,DA,,,.nc,707773,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191227.nc,,DA,,,.nc,782771,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191228.nc,,DA,,,.nc,708174,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191225.nc,,DA,,,.nc,773582,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191216.nc,,DA,,,.nc,867381,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191201.nc,,DA,,,.nc,800800,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191207.nc,,DA,,,.nc,703525,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191217.nc,,DA,,,.nc,752763,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191219.nc,,DA,,,.nc,730404,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191208.nc,,DA,,,.nc,703323,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191222.nc,,DA,,,.nc,701210,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191204.nc,,DA,,,.nc,823777,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191211.nc,,DA,,,.nc,825097,2019,data_proc,GHCN,snow_depth
fake_ghcn_snwd_ioda_20000102.nc,,DA,,,.nc,826472,2000,data_proc,GHCN,snow_depth
fake_ghcn_snwd_ioda_20000103.nc,,DA,,,.nc,953098,2000,data_proc,GHCN,snow_depth
oro_data.tile2.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data.tile5.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data.tile4.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data.tile6.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data.tile3.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data.tile1.nc,,UFS_WM,,,.nc,829786,,,ORO_FLAKE,FV3_input_data
oro_data_ss.tile4.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile3.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile4.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile5.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile5.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile6.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile1.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile4.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
oro_data_ss.tile2.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile1.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile6.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
C96_mosaic.nc,,UFS_WM,96,,.nc,22010,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile2.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile5.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile5.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
oro_data_ss.tile6.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
gfs_ctrl.nc,,UFS_WM,,,.nc,8553,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile4.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile1.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
oro_data_ss.tile3.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile3.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile4.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
oro_data_ss.tile5.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile2.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
sfc_data.tile6.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127_atm,FV3_input_data
oro_data_ss.tile1.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
grid_spec.nc,,UFS_WM,,,.nc,21966,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile2.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile3.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile1.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
C96_grid.tile6.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127_atm,FV3_input_data
oro_data_ls.tile3.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127_atm,FV3_input_data
gfs_data.tile2.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127_atm,FV3_input_data
oro_data.tile2.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
C96_grid.tile3.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
C96_grid.tile4.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
C96_grid.tile5.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
gfs_data.tile1.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
sfc_ctrl.nc,,UFS_WM,,,.nc,12267,,,INPUT,FV3_input_data
fv3_increment.nc,,UFS_WM,,,.nc,528489100,,,INPUT,FV3_input_data
gfs_data.tile6.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
oro_data.tile5.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
C96_grid.tile2.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
gfs_data.tile5.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
oro_data.tile4.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
sfc_data.tile5.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
gfs_ctrl.nc,,UFS_WM,,,.nc,7252,,,INPUT,FV3_input_data
oro_data.tile6.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
gfs_data.tile4.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
sfc_data.tile1.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
sfc_data.tile3.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
sfc_data.tile4.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
sfc_data.tile2.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
sfc_data.tile6.nc,,UFS_WM,,,.nc,1682634,,,INPUT,FV3_input_data
grid_spec.nc,,UFS_WM,,,.nc,21966,,,INPUT,FV3_input_data
gfs_data.tile3.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
C96_grid.tile1.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
oro_data.tile3.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
C96_grid.tile6.nc,,UFS_WM,96,,.nc,2094935,,,INPUT,FV3_input_data
gfs_data.tile2.nc,,UFS_WM,,,.nc,21755908,,,INPUT,FV3_input_data
oro_data.tile1.nc,,UFS_WM,,,.nc,753517,,,INPUT,FV3_input_data
oro_data_ss.tile4.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
oro_data.tile2.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
C96_grid.tile3.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
C96_grid.tile4.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
oro_data_ls.tile5.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
C96_grid.tile5.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
oro_data_ls.tile6.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
gfs_data.tile1.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
oro_data_ls.tile4.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
oro_data_ss.tile2.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
oro_data_ls.tile1.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
gfs_data.tile6.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
C96_mosaic.nc,,UFS_WM,96,,.nc,22010,,,INPUT_L127,FV3_input_data
oro_data.tile5.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
C96_grid.tile2.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
gfs_data.tile5.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
oro_data.tile4.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
sfc_data.tile5.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
oro_data_ss.tile6.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
gfs_ctrl.nc,,UFS_WM,,,.nc,8553,,,INPUT_L127,FV3_input_data
oro_data.tile6.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
gfs_data.tile4.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
sfc_data.tile1.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
oro_data_ss.tile3.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
sfc_data.tile3.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
sfc_data.tile4.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
oro_data_ss.tile5.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
sfc_data.tile2.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
sfc_data.tile6.nc,,UFS_WM,,,.nc,4699919,,,INPUT_L127,FV3_input_data
oro_data_ss.tile1.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
grid_spec.nc,,UFS_WM,,,.nc,21966,,,INPUT_L127,FV3_input_data
oro_data_ls.tile2.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
gfs_data.tile3.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
C96_grid.tile1.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
oro_data.tile3.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
C96_grid.tile6.nc,,UFS_WM,96,,.nc,2094971,,,INPUT_L127,FV3_input_data
oro_data_ls.tile3.nc,,UFS_WM,,,.nc,369108,,,INPUT_L127,FV3_input_data
gfs_data.tile2.nc,,UFS_WM,,,.nc,138283253,,,INPUT_L127,FV3_input_data
oro_data.tile1.nc,,UFS_WM,,,.nc,753517,,,INPUT_L127,FV3_input_data
VEGPARM.TBL,,UFS_WM,,,.TBL,2364,,,,FV3_input_data
global_snowfree_albedo.bosu.t126.384.190.rg.grb,,UFS_WM,,,.grb,1919712,,,,FV3_input_data
global_soiltype.statsgo.t126.384.190.rg.grb,,UFS_WM,,,.grb,21524,,,,FV3_input_data
SOILPARM.TBL,,UFS_WM,,,.TBL,2184,,,,FV3_input_data
global_soilmgldas.statsgo.t1534.3072.1536.grb,,UFS_WM,,,.grb,111393120,,,,FV3_input_data
ugwp_c384_tau.nc,,UFS_WM,,,.nc,4868,,,,FV3_input_data
GENPARM.TBL,,UFS_WM,,,.TBL,245,,,,FV3_input_data
fv_increment9.nc,,UFS_WM,,100,.nc,112382078,,,INPUT_L127_mx100,FV3_input_data
fv_increment6.nc,,UFS_WM,,100,.nc,112382078,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile1.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile6.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile5.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile5.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
gfs_ctrl.nc,,UFS_WM,,100,.nc,8553,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile4.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile1.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile3.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile4.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
fv_increment3.nc,,UFS_WM,,100,.nc,112382078,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile2.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
sfc_data.tile6.nc,,UFS_WM,,100,.nc,4820343,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile3.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
gfs_data.tile2.nc,,UFS_WM,,100,.nc,170405705,,,INPUT_L127_mx100,FV3_input_data
global_vegtype.igbp.t126.384.190.rg.grb,,UFS_WM,,,.grb,24602,,,,FV3_input_data
global_mxsnoalb.uariz.t126.384.190.rg.grb,,UFS_WM,,,.grb,39994,,,,FV3_input_data
global_soilmgldas.t126.384.190.grb,,UFS_WM,,,.grb,1743072,,,,FV3_input_data
DETAMPNEW_DATA.expanded_rain_LE,,UFS_WM,,,.expanded_rain_LE,86408,,,,FV3_input_data
global_slmask.t1534.3072.1536.grb,,UFS_WM,,,.grb,2359380,,,,FV3_input_data
ufs-land_C96_init_fields.tile1.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
ufs-land_C96_init_fields.tile5.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
ufs-land_C96_init_fields.tile4.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
ufs-land_C96_init_fields.tile2.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
ufs-land_C96_init_fields.tile6.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
ufs-land_C96_init_fields.tile3.nc,,UFS_WM,96,,.nc,665156,,,,NOAHMP_IC
topodata_0.9x1.SCRIP.210520_ESMFmesh.nc,,UFS_WM,,,.nc,3547832,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.Solr.1999-12.nc,,UFS_WM,,,.nc,259202520,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.Prec.2000-01.nc,,UFS_WM,,,.nc,259202484,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.Prec.1999-12.nc,,UFS_WM,,,.nc,259202484,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.SCRIP.210520_ESMFmesh.nc,,UFS_WM,,,.nc,16601532,,,,DATM_GSWP3_input_data
fv1.9x2.5_141008_ESMFmesh.nc,,UFS_WM,,,.nc,846588,,,,DATM_GSWP3_input_data
topodata_0.9x1.25_USGS_070110_stream_c151201.nc,,UFS_WM,,,.nc,1992888,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.1999-12.nc,,UFS_WM,,,.nc,1287709152,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.2000-01.nc,,UFS_WM,,,.nc,1287709152,,,,DATM_GSWP3_input_data
clmforc.GSWP3.c2011.0.5x0.5.Solr.2000-01.nc,,UFS_WM,,,.nc,259202520,,,,DATM_GSWP3_input_data
C96.vegetation_greenness.tile4.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
oro_C96.mx100.tile2.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
oro_C96.mx100.tile4.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
C96.facsf.tile4.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.vegetation_type.tile1.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.soil_type.tile6.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
C96.slope_type.tile2.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
C96.soil_color.tile2.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.vegetation_type.tile5.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.soil_color.tile6.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.vegetation_greenness.tile6.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
C96.slope_type.tile3.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
C96.vegetation_greenness.tile5.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
C96.slope_type.tile1.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
oro_C96.mx100.tile6.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
C96.soil_type.tile1.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
C96.soil_color.tile1.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile6.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
C96.soil_color.tile5.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.soil_type.tile3.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
oro_C96.mx100.tile3.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile2.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile5.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile1.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.soil_color.tile3.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.soil_color.tile4.nc,,UFS_WM,96,,.nc,119613,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile3.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.vegetation_type.tile4.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.facsf.tile2.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile6.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.facsf.tile3.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.vegetation_greenness.tile1.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
C96.facsf.tile5.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile1.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.facsf.tile6.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile6.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile3.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
C96.soil_type.tile5.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
C96.vegetation_greenness.tile2.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile3.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.vegetation_type.tile6.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile4.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.slope_type.tile5.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
C96.soil_type.tile4.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
C96.vegetation_type.tile2.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.facsf.tile1.nc,,UFS_WM,96,,.nc,119545,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile5.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
C96.slope_type.tile6.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
oro_C96.mx100.tile5.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
C96.maximum_snow_albedo.tile5.nc,,UFS_WM,96,,.nc,119490,,,C96,FV3_fix_tiled
C96.vegetation_greenness.tile3.nc,,UFS_WM,96,,.nc,525039,,,C96,FV3_fix_tiled
C96.vegetation_type.tile3.nc,,UFS_WM,96,,.nc,119589,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile2.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile4.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
C96.soil_type.tile2.nc,,UFS_WM,96,,.nc,119480,,,C96,FV3_fix_tiled
C96.slope_type.tile4.nc,,UFS_WM,96,,.nc,119550,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile2.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.snowfree_albedo.tile4.nc,,UFS_WM,96,,.nc,1857404,,,C96,FV3_fix_tiled
C96.substrate_temperature.tile1.nc,,UFS_WM,96,,.nc,119595,,,C96,FV3_fix_tiled
oro_C96.mx100.tile1.nc,,UFS_WM,96,100,.nc,834883,,,C96,FV3_fix_tiled
