Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,File Size (Bytes),Category,Sub-Category,Dataset,Version
qfed2.emis_nh3.006.20120104.nc4,GOCART,,,,,.nc4,940934,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120105.nc4,GOCART,,,,,.nc4,958485,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120106.nc4,GOCART,,,,,.nc4,975004,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120107.nc4,GOCART,,,,,.nc4,963503,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120101.nc4,GOCART,,,,,.nc4,933219,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120102.nc4,GOCART,,,,,.nc4,919110,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120103.nc4,GOCART,,,,,.nc4,936746,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120104.nc4,GOCART,,,,,.nc4,942318,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120105.nc4,GOCART,,,,,.nc4,959924,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120106.nc4,GOCART,,,,,.nc4,975954,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120107.nc4,GOCART,,,,,.nc4,964347,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120101.nc4,GOCART,,,,,.nc4,930822,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120102.nc4,GOCART,,,,,.nc4,916823,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120103.nc4,GOCART,,,,,.nc4,934080,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120104.nc4,GOCART,,,,,.nc4,940027,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120105.nc4,GOCART,,,,,.nc4,957795,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120106.nc4,GOCART,,,,,.nc4,974504,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120107.nc4,GOCART,,,,,.nc4,962957,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120401.nc4,GOCART,,,,,.nc4,1186005,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120402.nc4,GOCART,,,,,.nc4,1158862,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120403.nc4,GOCART,,,,,.nc4,1180435,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120404.nc4,GOCART,,,,,.nc4,1215400,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120405.nc4,GOCART,,,,,.nc4,1219142,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120406.nc4,GOCART,,,,,.nc4,1229699,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120407.nc4,GOCART,,,,,.nc4,1233099,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120401.nc4,GOCART,,,,,.nc4,1186779,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120402.nc4,GOCART,,,,,.nc4,1159313,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120403.nc4,GOCART,,,,,.nc4,1181306,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120404.nc4,GOCART,,,,,.nc4,1215236,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120405.nc4,GOCART,,,,,.nc4,1219713,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120406.nc4,GOCART,,,,,.nc4,1230159,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120407.nc4,GOCART,,,,,.nc4,1233785,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120401.nc4,GOCART,,,,,.nc4,1187039,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120402.nc4,GOCART,,,,,.nc4,1159702,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120403.nc4,GOCART,,,,,.nc4,1182039,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120404.nc4,GOCART,,,,,.nc4,1216876,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120405.nc4,GOCART,,,,,.nc4,1220715,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120406.nc4,GOCART,,,,,.nc4,1230960,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120407.nc4,GOCART,,,,,.nc4,1234406,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120401.nc4,GOCART,,,,,.nc4,1185686,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120402.nc4,GOCART,,,,,.nc4,1158595,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120403.nc4,GOCART,,,,,.nc4,1180809,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120404.nc4,GOCART,,,,,.nc4,1214425,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120405.nc4,GOCART,,,,,.nc4,1219324,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120406.nc4,GOCART,,,,,.nc4,1229784,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120407.nc4,GOCART,,,,,.nc4,1232970,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120701.nc4,GOCART,,,,,.nc4,1008390,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120702.nc4,GOCART,,,,,.nc4,1018840,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120703.nc4,GOCART,,,,,.nc4,1041238,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120704.nc4,GOCART,,,,,.nc4,1040737,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120705.nc4,GOCART,,,,,.nc4,1041221,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120706.nc4,GOCART,,,,,.nc4,1025031,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20120707.nc4,GOCART,,,,,.nc4,1047849,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120701.nc4,GOCART,,,,,.nc4,1009007,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120702.nc4,GOCART,,,,,.nc4,1019357,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120703.nc4,GOCART,,,,,.nc4,1041956,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120704.nc4,GOCART,,,,,.nc4,1041050,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120705.nc4,GOCART,,,,,.nc4,1041284,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120706.nc4,GOCART,,,,,.nc4,1025866,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20120707.nc4,GOCART,,,,,.nc4,1048772,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120701.nc4,GOCART,,,,,.nc4,1009727,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120702.nc4,GOCART,,,,,.nc4,1020256,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120703.nc4,GOCART,,,,,.nc4,1043474,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120704.nc4,GOCART,,,,,.nc4,1041938,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120705.nc4,GOCART,,,,,.nc4,1042098,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120706.nc4,GOCART,,,,,.nc4,1026891,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20120707.nc4,GOCART,,,,,.nc4,1049800,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120701.nc4,GOCART,,,,,.nc4,1008684,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120702.nc4,GOCART,,,,,.nc4,1019110,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120703.nc4,GOCART,,,,,.nc4,1041897,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120704.nc4,GOCART,,,,,.nc4,1041135,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120705.nc4,GOCART,,,,,.nc4,1040949,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120706.nc4,GOCART,,,,,.nc4,1025333,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20120707.nc4,GOCART,,,,,.nc4,1048078,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121001.nc4,GOCART,,,,,.nc4,1158554,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121002.nc4,GOCART,,,,,.nc4,1178825,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121003.nc4,GOCART,,,,,.nc4,1168121,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121004.nc4,GOCART,,,,,.nc4,1187172,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121005.nc4,GOCART,,,,,.nc4,1156021,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121006.nc4,GOCART,,,,,.nc4,1174302,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20121007.nc4,GOCART,,,,,.nc4,1148691,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121001.nc4,GOCART,,,,,.nc4,1159409,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121002.nc4,GOCART,,,,,.nc4,1179150,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121003.nc4,GOCART,,,,,.nc4,1168994,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121004.nc4,GOCART,,,,,.nc4,1187877,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121005.nc4,GOCART,,,,,.nc4,1157030,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121006.nc4,GOCART,,,,,.nc4,1175201,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_nh3.006.20121007.nc4,GOCART,,,,,.nc4,1149002,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121001.nc4,GOCART,,,,,.nc4,1160008,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121002.nc4,GOCART,,,,,.nc4,1180239,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121003.nc4,GOCART,,,,,.nc4,1169553,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121004.nc4,GOCART,,,,,.nc4,1189118,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121005.nc4,GOCART,,,,,.nc4,1157878,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121006.nc4,GOCART,,,,,.nc4,1175974,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_oc.006.20121007.nc4,GOCART,,,,,.nc4,1150638,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121001.nc4,GOCART,,,,,.nc4,1158693,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121002.nc4,GOCART,,,,,.nc4,1178718,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121003.nc4,GOCART,,,,,.nc4,1167917,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121004.nc4,GOCART,,,,,.nc4,1186886,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121005.nc4,GOCART,,,,,.nc4,1156443,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121006.nc4,GOCART,,,,,.nc4,1173838,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_so2.006.20121007.nc4,GOCART,,,,,.nc4,1148144,QFED,p8c_5d,input-data-20221101,2012
qfed2.emis_bc.006.20130101.nc4,GOCART,,,,,.nc4,930584,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130102.nc4,GOCART,,,,,.nc4,915300,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130103.nc4,GOCART,,,,,.nc4,920507,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130104.nc4,GOCART,,,,,.nc4,930124,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130105.nc4,GOCART,,,,,.nc4,936151,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130106.nc4,GOCART,,,,,.nc4,929190,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130107.nc4,GOCART,,,,,.nc4,926028,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130101.nc4,GOCART,,,,,.nc4,931124,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130102.nc4,GOCART,,,,,.nc4,915843,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130103.nc4,GOCART,,,,,.nc4,921904,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130104.nc4,GOCART,,,,,.nc4,930321,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130105.nc4,GOCART,,,,,.nc4,936567,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130106.nc4,GOCART,,,,,.nc4,929903,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130107.nc4,GOCART,,,,,.nc4,926658,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130101.nc4,GOCART,,,,,.nc4,932594,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130102.nc4,GOCART,,,,,.nc4,917799,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130103.nc4,GOCART,,,,,.nc4,923037,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130104.nc4,GOCART,,,,,.nc4,931850,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130105.nc4,GOCART,,,,,.nc4,937589,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130106.nc4,GOCART,,,,,.nc4,930680,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130107.nc4,GOCART,,,,,.nc4,927628,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130101.nc4,GOCART,,,,,.nc4,930269,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130102.nc4,GOCART,,,,,.nc4,915033,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130103.nc4,GOCART,,,,,.nc4,920252,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130104.nc4,GOCART,,,,,.nc4,929387,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130105.nc4,GOCART,,,,,.nc4,936107,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130106.nc4,GOCART,,,,,.nc4,929182,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130107.nc4,GOCART,,,,,.nc4,926225,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130401.nc4,GOCART,,,,,.nc4,1084338,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130402.nc4,GOCART,,,,,.nc4,1081369,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130403.nc4,GOCART,,,,,.nc4,1079810,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130404.nc4,GOCART,,,,,.nc4,1094885,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130405.nc4,GOCART,,,,,.nc4,1106016,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130406.nc4,GOCART,,,,,.nc4,1090232,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130407.nc4,GOCART,,,,,.nc4,1093503,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130401.nc4,GOCART,,,,,.nc4,1085507,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130402.nc4,GOCART,,,,,.nc4,1082321,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130403.nc4,GOCART,,,,,.nc4,1080825,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130404.nc4,GOCART,,,,,.nc4,1096083,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130405.nc4,GOCART,,,,,.nc4,1106871,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130406.nc4,GOCART,,,,,.nc4,1091088,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130407.nc4,GOCART,,,,,.nc4,1094534,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130401.nc4,GOCART,,,,,.nc4,1086715,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130402.nc4,GOCART,,,,,.nc4,1083632,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130403.nc4,GOCART,,,,,.nc4,1082589,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130404.nc4,GOCART,,,,,.nc4,1097127,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130405.nc4,GOCART,,,,,.nc4,1108052,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130406.nc4,GOCART,,,,,.nc4,1092834,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130407.nc4,GOCART,,,,,.nc4,1096016,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130401.nc4,GOCART,,,,,.nc4,1084204,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130402.nc4,GOCART,,,,,.nc4,1081243,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130403.nc4,GOCART,,,,,.nc4,1079676,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130404.nc4,GOCART,,,,,.nc4,1094828,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130405.nc4,GOCART,,,,,.nc4,1105824,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130406.nc4,GOCART,,,,,.nc4,1090238,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130407.nc4,GOCART,,,,,.nc4,1093473,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130701.nc4,GOCART,,,,,.nc4,972871,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130702.nc4,GOCART,,,,,.nc4,969918,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130703.nc4,GOCART,,,,,.nc4,989943,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130704.nc4,GOCART,,,,,.nc4,991861,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130705.nc4,GOCART,,,,,.nc4,989470,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130706.nc4,GOCART,,,,,.nc4,987500,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20130707.nc4,GOCART,,,,,.nc4,974645,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130701.nc4,GOCART,,,,,.nc4,973119,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130702.nc4,GOCART,,,,,.nc4,970180,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130703.nc4,GOCART,,,,,.nc4,991120,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130704.nc4,GOCART,,,,,.nc4,992904,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130705.nc4,GOCART,,,,,.nc4,990399,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130706.nc4,GOCART,,,,,.nc4,988009,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20130707.nc4,GOCART,,,,,.nc4,974726,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130701.nc4,GOCART,,,,,.nc4,974416,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130702.nc4,GOCART,,,,,.nc4,971108,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130703.nc4,GOCART,,,,,.nc4,991527,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130704.nc4,GOCART,,,,,.nc4,993413,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130705.nc4,GOCART,,,,,.nc4,990971,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130706.nc4,GOCART,,,,,.nc4,988975,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20130707.nc4,GOCART,,,,,.nc4,975401,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130701.nc4,GOCART,,,,,.nc4,972469,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130702.nc4,GOCART,,,,,.nc4,969854,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130703.nc4,GOCART,,,,,.nc4,990045,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130704.nc4,GOCART,,,,,.nc4,992226,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130705.nc4,GOCART,,,,,.nc4,989250,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130706.nc4,GOCART,,,,,.nc4,987920,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20130707.nc4,GOCART,,,,,.nc4,975102,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131001.nc4,GOCART,,,,,.nc4,1125543,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131002.nc4,GOCART,,,,,.nc4,1115252,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131003.nc4,GOCART,,,,,.nc4,1126424,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131004.nc4,GOCART,,,,,.nc4,1110489,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131005.nc4,GOCART,,,,,.nc4,1109943,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131006.nc4,GOCART,,,,,.nc4,1113385,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20131007.nc4,GOCART,,,,,.nc4,1125880,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131001.nc4,GOCART,,,,,.nc4,1126506,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131002.nc4,GOCART,,,,,.nc4,1116421,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131003.nc4,GOCART,,,,,.nc4,1127839,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131004.nc4,GOCART,,,,,.nc4,1111142,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131005.nc4,GOCART,,,,,.nc4,1111398,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131006.nc4,GOCART,,,,,.nc4,1113469,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_nh3.006.20131007.nc4,GOCART,,,,,.nc4,1126678,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131001.nc4,GOCART,,,,,.nc4,1127579,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131002.nc4,GOCART,,,,,.nc4,1118090,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131003.nc4,GOCART,,,,,.nc4,1129244,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131004.nc4,GOCART,,,,,.nc4,1113164,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131005.nc4,GOCART,,,,,.nc4,1113156,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131006.nc4,GOCART,,,,,.nc4,1115247,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_oc.006.20131007.nc4,GOCART,,,,,.nc4,1127979,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131001.nc4,GOCART,,,,,.nc4,1124959,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131002.nc4,GOCART,,,,,.nc4,1115354,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131003.nc4,GOCART,,,,,.nc4,1126238,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131004.nc4,GOCART,,,,,.nc4,1110797,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131005.nc4,GOCART,,,,,.nc4,1110349,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131006.nc4,GOCART,,,,,.nc4,1112809,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_so2.006.20131007.nc4,GOCART,,,,,.nc4,1125750,QFED,p8c_5d,input-data-20221101,2013
qfed2.emis_bc.006.20210322.nc4,GOCART,,,,,.nc4,1213674,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_bc.006.20210323.nc4,GOCART,,,,,.nc4,1271508,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_bc.006.20210324.nc4,GOCART,,,,,.nc4,1287108,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_nh3.006.20210322.nc4,GOCART,,,,,.nc4,1213510,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_nh3.006.20210323.nc4,GOCART,,,,,.nc4,1271829,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_nh3.006.20210324.nc4,GOCART,,,,,.nc4,1287304,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_oc.006.20210322.nc4,GOCART,,,,,.nc4,1214065,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_oc.006.20210323.nc4,GOCART,,,,,.nc4,1271941,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_oc.006.20210324.nc4,GOCART,,,,,.nc4,1287965,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_so2.006.20210322.nc4,GOCART,,,,,.nc4,1213288,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_so2.006.20210323.nc4,GOCART,,,,,.nc4,1271367,QFED,p8c_5d,input-data-20221101,2021
qfed2.emis_so2.006.20210324.nc4,GOCART,,,,,.nc4,1287405,QFED,p8c_5d,input-data-20221101,2021
FENGSHA_Albedo_drag_v1.nc,GOCART,,,,,.nc,5376474374,dust,p8c_5d,input-data-20221101,
FENGSHA_SOILGRIDS2017_GEFSv12_v1.0.nc,GOCART,,,,,.nc,44740038,dust,p8c_5d,input-data-20221101,
