Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,Category,Sub-Category,Dataset,File Size (Bytes),Version
cice_model_0.25.cpc.res_20210322.nc,CICE_IC,,,,025,.nc,,025,input-data-20221101,1480554092,
cice_model_0.50.cpc.res_20210322.nc,CICE_IC,,,,050,.nc,,050,input-data-20221101,394817000,
cice_model_1.00.cpc.res_2011100100.nc,CICE_IC,,,,100,.nc,,100,input-data-20221101,141930044,
cice_model_1.00.cpc.res_20210322.nc,CICE_IC,,,,100,.nc,,100,input-data-20221101,109673960,
cice_model_4.00.cpc.res_20210322.nc,CICE_IC,,,,400,.nc,,400,input-data-20221101,2402600,
cice_model_5.00.cpc.res_20210322.nc,CICE_IC,,,,500,.nc,,500,input-data-20221101,2402600,
ice.restart_file,CICE_IC,,,,500,.restart_file,,500,input-data-20221101,25,
iced.2021-03-23-21600.nc,CICE_IC,,,,500,.nc,,500,input-data-20221101,3207988,
rpointer.cpl,CMEPS_IC,48,,500,,.cpl,,C48mx500,input-data-20221101,37,
ufs.cpld.cpl.r.2021-03-23-21600.nc,CMEPS_IC,48,,500,,.nc,,C48mx500,input-data-20221101,6967848,
grid_spec.nc,CPL_FIX,192,050,,,.nc,,aC192o050,input-data-20221101,25836,
grid_spec.nc,CPL_FIX,384,025,,,.nc,,aC384o025,input-data-20221101,9280,
grid_spec.nc,CPL_FIX,384,050,,,.nc,,aC384o050,input-data-20221101,9280,
grid_spec.nc,CPL_FIX,48,400,,,.nc,,aC48o400,input-data-20221101,24468,
grid_spec.nc,CPL_FIX,48,500,,,.nc,,aC48o500,input-data-20221101,24468,
grid_spec.nc,CPL_FIX,96,025,,,.nc,,aC96o025,input-data-20221101,25664,
grid_spec.nc,CPL_FIX,96,100,,,.nc,,aC96o100,input-data-20221101,25660,
cfsr.201110.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,3512693020,
cfsr.2011100100.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167285120,
cfsr.2011100106.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167284860,
cfsr.2011100112.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167284860,
cfsr.2011100118.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167284860,
cfsr.2011100200.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167284860,
cfsr.2011100206.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,167285124,
cfsr_mesh.nc,DATM_CDEPS,,,,,.nc,,CFSR,input-data-20221101,99164811,
cfsr.2011100100_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
cfsr.2011100106_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
cfsr.2011100112_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
cfsr.2011100118_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
cfsr.2011100200_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
cfsr.2011100206_3072x1536.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,509631180,
gfs_mesh.nc,DATM_CDEPS,,,,,.nc,,CFSR3072x1536,input-data-20221101,302052490,
gefs.201110.nc,DATM_CDEPS,,,,,.nc,,GEFS,input-data-20221101,2675454936,
gefs_mesh.nc,DATM_CDEPS,,,,,.nc,,GEFS,input-data-20221101,75535499,
gefs.201110.nc,DATM_CDEPS,,,,,.nc,,GEFS_NEW,input-data-20221101,2675455096,
gefs_mesh.nc,DATM_CDEPS,,,,,.nc,,GEFS_NEW,input-data-20221101,75535499,
gfs.202103.nc,DATM_CDEPS,,,,,.nc,,GFS,input-data-20221101,4586493820,
gfs_mesh.nc,DATM_CDEPS,,,,,.nc,,GFS,input-data-20221101,302052490,
ERA5.TL639.2019.08.200618_subset.nc,DATM_ERA5_input_data,,,,,.nc,,,input-data-20221101,3588176140,
ERA5.TL639.2019.09.200618_subset.nc,DATM_ERA5_input_data,,,,,.nc,,,input-data-20221101,4834064340,
TL639_200618_ESMFmesh.nc,DATM_ERA5_input_data,,,,,.nc,,,input-data-20221101,66483136,
clmforc.GSWP3.c2011.0.5x0.5.Prec.1999-12.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,259202484,
clmforc.GSWP3.c2011.0.5x0.5.Prec.2000-01.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,259202484,
clmforc.GSWP3.c2011.0.5x0.5.Solr.1999-12.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,259202520,
clmforc.GSWP3.c2011.0.5x0.5.Solr.2000-01.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,259202520,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.1999-12.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,1287709152,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.2000-01.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,1287709152,
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.SCRIP.210520_ESMFmesh.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,16601532,
fv1.9x2.5_141008_ESMFmesh.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,846588,
topodata_0.9x1.25_USGS_070110_stream_c151201.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,1992888,
topodata_0.9x1.SCRIP.210520_ESMFmesh.nc,DATM_GSWP3_input_data,,,,,.nc,,,input-data-20221101,3547832,
hat10_210129_ESMFmesh_py.nc,DOCN_MOM6_input_data,,,,,.nc,,,input-data-20221101,40277547,
hycom_201908_surf_nolev.nc,DOCN_MOM6_input_data,,,,,.nc,,,input-data-20221101,333375464,
TX025_201215_ESMFmesh_direct.nc,DOCN_OISST_input_data,,,,,.nc,,,input-data-20221101,78847135,
TX025_210327_ESMFmesh_py.nc,DOCN_OISST_input_data,,,,,.nc,,,input-data-20221101,58111139,
oisst-avhrr-v02r01.merged_nozlev.nc,DOCN_OISST_input_data,,,,,.nc,,,input-data-20221101,99585538,
sst.day.mean.2019.nc,DOCN_OISST_input_data,,,,,.nc,,,input-data-20221101,476611864,
aeroclim.m01.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m02.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m03.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m04.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m05.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m06.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m07.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m08.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m09.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m10.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m11.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
aeroclim.m12.nc,FV3_aeroclim,,,,,.nc,,,input-data-20221101,1018901352,
optics_BC.dat,FV3_aeroclim,,,,,.dat,,,input-data-20221101,202000,
optics_DU.dat,FV3_aeroclim,,,,,.dat,,,input-data-20221101,461637,
optics_OC.dat,FV3_aeroclim,,,,,.dat,,,input-data-20221101,202000,
optics_SS.dat,FV3_aeroclim,,,,,.dat,,,input-data-20221101,502753,
optics_SU.dat,FV3_aeroclim,,,,,.dat,,,input-data-20221101,101749,
CCN_ACTIVATE.BIN,FV3_fix,,,,,.BIN,,,input-data-20221101,35288,
CFSR.SEAICE.1982.2012.monthly.clim.grb,FV3_fix,,,,,.grb,,,input-data-20221101,3111408,
IMS-NIC.blended.ice.monthly.clim.grb,FV3_fix,,,,,.grb,,,input-data-20221101,193793088,
RTGSST.1982.2012.monthly.clim.grb,FV3_fix,,,,,.grb,,,input-data-20221101,176127408,
aerosol.dat,FV3_fix,,,,,.dat,,,input-data-20221101,3135393,
co2historicaldata_2009.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24629,
co2historicaldata_2011.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24629,
co2historicaldata_2012.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24629,
co2historicaldata_2013.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24629,
co2historicaldata_2014.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24629,
co2historicaldata_2015.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2016.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2017.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2018.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2019.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2020.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_2021.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,24484,
co2historicaldata_glob.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,9037,
co2monthlycyc.txt,FV3_fix,,,,,.txt,,fix_co2_proj,input-data-20221101,27302,
freezeH2O.dat,FV3_fix,,,,,.dat,,,input-data-20221101,254944848,
global_albedo4.1x1.grb,FV3_fix,,,,,.grb,,,input-data-20221101,1394712,
global_glacier.2x2.grb,FV3_fix,,,,,.grb,,,input-data-20221101,8274,
global_h2oprdlos.f77,FV3_fix,,,,,.f77,,,input-data-20221101,778256,
global_maxice.2x2.grb,FV3_fix,,,,,.grb,,,input-data-20221101,8274,
global_o3prdlos.f77,FV3_fix,,,,,.f77,,,input-data-20221101,1114844,
global_shdmax.0.144x0.144.grb,FV3_fix,,,,,.grb,,,input-data-20221101,5468834,
global_shdmin.0.144x0.144.grb,FV3_fix,,,,,.grb,,,input-data-20221101,5468834,
global_slope.1x1.grb,FV3_fix,,,,,.grb,,,input-data-20221101,89184,
global_snoclim.1.875.grb,FV3_fix,,,,,.grb,,,input-data-20221101,438768,
global_tg3clim.2.6x1.5.grb,FV3_fix,,,,,.grb,,,input-data-20221101,20094,
global_vegfrac.0.144.decpercent.grb,FV3_fix,,,,,.grb,,,input-data-20221101,15713952,
global_zorclim.1x1.grb,FV3_fix,,,,,.grb,,,input-data-20221101,681408,
qr_acr_qgV2.dat,FV3_fix,,,,,.dat,,,input-data-20221101,68077680,
qr_acr_qsV2.dat,FV3_fix,,,,,.dat,,,input-data-20221101,33118944,
seaice_newland.grb,FV3_fix,,,,,.grb,,,input-data-20221101,32484,
sfc_emissivity_idx.txt,FV3_fix,,,,,.txt,,,input-data-20221101,65679,
solarconstant_noaa_an.txt,FV3_fix,,,,,.txt,,,input-data-20221101,7973,
C192.facsf.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.facsf.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.facsf.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.facsf.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.facsf.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.facsf.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451321,
C192.maximum_snow_albedo.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.maximum_snow_albedo.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.maximum_snow_albedo.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.maximum_snow_albedo.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.maximum_snow_albedo.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.maximum_snow_albedo.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451266,
C192.slope_type.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.slope_type.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.slope_type.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.slope_type.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.slope_type.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.slope_type.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451326,
C192.snowfree_albedo.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.snowfree_albedo.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.snowfree_albedo.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.snowfree_albedo.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.snowfree_albedo.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.snowfree_albedo.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,7387004,
C192.soil_color.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_color.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_color.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_color.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_color.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_color.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451389,
C192.soil_type.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.soil_type.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.soil_type.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.soil_type.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.soil_type.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.soil_type.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451256,
C192.substrate_temperature.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.substrate_temperature.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.substrate_temperature.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.substrate_temperature.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.substrate_temperature.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.substrate_temperature.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451371,
C192.vegetation_greenness.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_greenness.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_greenness.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_greenness.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_greenness.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_greenness.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,2073327,
C192.vegetation_type.tile1.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
C192.vegetation_type.tile2.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
C192.vegetation_type.tile3.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
C192.vegetation_type.tile4.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
C192.vegetation_type.tile5.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
C192.vegetation_type.tile6.nc,FV3_fix_tiled,192,,,,.nc,,C192,input-data-20221101,451365,
oro_C192.mx050.tile1.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
oro_C192.mx050.tile2.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
oro_C192.mx050.tile3.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
oro_C192.mx050.tile4.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
oro_C192.mx050.tile5.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
oro_C192.mx050.tile6.nc,FV3_fix_tiled,192,,050,,.nc,,C192,input-data-20221101,3267909,
C384.facsf.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.facsf.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.facsf.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.facsf.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.facsf.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.facsf.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778425,
C384.maximum_snow_albedo.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.maximum_snow_albedo.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.maximum_snow_albedo.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.maximum_snow_albedo.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.maximum_snow_albedo.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.maximum_snow_albedo.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778370,
C384.slope_type.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.slope_type.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.slope_type.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.slope_type.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.slope_type.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.slope_type.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778430,
C384.snowfree_albedo.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.snowfree_albedo.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.snowfree_albedo.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.snowfree_albedo.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.snowfree_albedo.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.snowfree_albedo.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,29505404,
C384.soil_color.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_color.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_color.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_color.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_color.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_color.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778493,
C384.soil_type.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.soil_type.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.soil_type.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.soil_type.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.soil_type.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.soil_type.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778360,
C384.substrate_temperature.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.substrate_temperature.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.substrate_temperature.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.substrate_temperature.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.substrate_temperature.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.substrate_temperature.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778475,
C384.vegetation_greenness.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_greenness.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_greenness.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_greenness.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_greenness.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_greenness.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,8266479,
C384.vegetation_type.tile1.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
C384.vegetation_type.tile2.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
C384.vegetation_type.tile3.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
C384.vegetation_type.tile4.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
C384.vegetation_type.tile5.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
C384.vegetation_type.tile6.nc,FV3_fix_tiled,384,,,,.nc,,C384,input-data-20221101,1778469,
oro_C384.mx025.tile1.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
oro_C384.mx025.tile2.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
oro_C384.mx025.tile3.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
oro_C384.mx025.tile4.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
oro_C384.mx025.tile5.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
oro_C384.mx025.tile6.nc,FV3_fix_tiled,384,,025,,.nc,,C384,input-data-20221101,13000006,
C48.facsf.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.facsf.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.facsf.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.facsf.tile4.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.facsf.tile5.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.facsf.tile6.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36601,
C48.maximum_snow_albedo.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.maximum_snow_albedo.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.maximum_snow_albedo.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.maximum_snow_albedo.tile4.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.maximum_snow_albedo.tile5.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.maximum_snow_albedo.tile6.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36546,
C48.slope_type.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.slope_type.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.slope_type.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.slope_type.tile4.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.slope_type.tile5.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.slope_type.tile6.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36606,
C48.snowfree_albedo.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.snowfree_albedo.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.snowfree_albedo.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.snowfree_albedo.tile4.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.snowfree_albedo.tile5.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.snowfree_albedo.tile6.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,475004,
C48.soil_color.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_color.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_color.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_color.tile4.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_color.tile5.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_color.tile6.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36669,
C48.soil_type.tile1.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36536,
C48.soil_type.tile2.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36536,
C48.soil_type.tile3.nc,FV3_fix_tiled,48,,,,.nc,,C48,input-data-20221101,36536,
