Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,Category,Sub-Category,Dataset,File Size (Bytes),Version
fv_core.res.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,408168971,
fv_core.res.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,405087601,
fv_core.res.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,407007993,
fv_core.res.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,401293945,
fv_increment3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,5393379991,
fv_increment6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,5393379991,
fv_increment9.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,5393379991,
fv_srf_wnd.res.tile1.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,971935,
fv_srf_wnd.res.tile2.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,981424,
fv_srf_wnd.res.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,982334,
fv_srf_wnd.res.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,959565,
fv_srf_wnd.res.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,968273,
fv_srf_wnd.res.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,954100,
fv_tracer.res.tile1.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,352869960,
fv_tracer.res.tile2.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,349374989,
fv_tracer.res.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,370140503,
fv_tracer.res.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,364670249,
fv_tracer.res.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,358537623,
fv_tracer.res.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,366285736,
grid_spec.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,22018,
oro_data.tile1.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
oro_data.tile2.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
oro_data.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
oro_data.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
oro_data.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
oro_data.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,11815021,
phy_data.tile1.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,104214221,
phy_data.tile2.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,102844625,
phy_data.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,113115420,
phy_data.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,112568142,
phy_data.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,106673130,
phy_data.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,112578731,
sfc_data.tile1.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
sfc_data.tile2.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
sfc_data.tile3.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
sfc_data.tile4.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
sfc_data.tile5.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
sfc_data.tile6.nc,FV3_input_data384,384,,,,.nc,,INPUT_L127_GDAS,input-data-20221101,73190927,
gfs_ctrl.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
gfs_data.tile2.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
gfs_data.tile3.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
gfs_data.tile4.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
gfs_data.tile5.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
gfs_data.tile6.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,2723463497,
sfc_data.tile1.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
sfc_data.tile2.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
sfc_data.tile3.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
sfc_data.tile4.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
sfc_data.tile5.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
sfc_data.tile6.nc,FV3_input_data384,384,,025,,.nc,,INPUT_L127_mx025,input-data-20221101,76741849,
global_mxsnoalb.uariz.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,643164,
global_slmask.t1534.3072.1536.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,2359380,
global_snoclim.1.875.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,438768,
global_snowfree_albedo.bosu.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,30871872,
global_soilmgldas.statsgo.t1534.3072.1536.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,111393120,
global_soilmgldas.statsgo.t766.1536.768.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,27775872,
global_soilmgldas.t766.1536.768.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,27798912,
global_soiltype.statsgo.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,345792,
global_vegtype.igbp.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,,,input-data-20221101,395354,
C48_grid.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_grid.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_grid.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_grid.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_grid.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_grid.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,539002,
C48_mosaic.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,22010,
grid_spec.nc,FV3_input_data48,48,,,,.nc,,INPUT,input-data-20221101,22010,
C48_grid.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_grid.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_grid.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_grid.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_grid.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_grid.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,539002,
C48_mosaic.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,22010,
gfs_ctrl.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
gfs_data.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
gfs_data.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
gfs_data.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
gfs_data.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
gfs_data.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,17892703,
grid_spec.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,22010,
oro_data.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,200173,
oro_data_ls.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ls.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ls.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ls.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ls.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ls.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112336,
oro_data_ss.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
oro_data_ss.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
oro_data_ss.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
oro_data_ss.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
oro_data_ss.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
oro_data_ss.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,112292,
sfc_data.tile1.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
sfc_data.tile2.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
sfc_data.tile3.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
sfc_data.tile4.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
sfc_data.tile5.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
sfc_data.tile6.nc,FV3_input_data48,48,,,,.nc,,INPUT_L127,input-data-20221101,1215887,
gfs_ctrl.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
gfs_data.tile2.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
gfs_data.tile3.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
gfs_data.tile4.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
gfs_data.tile5.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
gfs_data.tile6.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,42683465,
sfc_data.tile1.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
sfc_data.tile2.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
sfc_data.tile3.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
sfc_data.tile4.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
sfc_data.tile5.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
sfc_data.tile6.nc,FV3_input_data48,48,,400,,.nc,,INPUT_L127_mx400,input-data-20221101,1260121,
gfs_ctrl.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
gfs_data.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
gfs_data.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
gfs_data.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
gfs_data.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
gfs_data.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,42683465,
sfc_data.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
sfc_data.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
sfc_data.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
sfc_data.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
sfc_data.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
sfc_data.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,1260121,
ca_data.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
ca_data.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
ca_data.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
ca_data.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
ca_data.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
ca_data.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,481548,
fv_core.res.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,19808,
fv_core.res.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_core.res.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_core.res.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_core.res.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_core.res.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_core.res.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,18863236,
fv_srf_wnd.res.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_srf_wnd.res.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_srf_wnd.res.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_srf_wnd.res.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_srf_wnd.res.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_srf_wnd.res.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,54568,
fv_tracer.res.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
fv_tracer.res.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
fv_tracer.res.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
fv_tracer.res.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
fv_tracer.res.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
fv_tracer.res.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,23428180,
gfs_ctrl.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,8553,
phy_data.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
phy_data.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
phy_data.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
phy_data.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
phy_data.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
phy_data.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,9697404,
sfc_data.tile1.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
sfc_data.tile2.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
sfc_data.tile3.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
sfc_data.tile4.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
sfc_data.tile5.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
sfc_data.tile6.nc,FV3_input_data48,48,,500,,.nc,,INPUT_L127_mx500,input-data-20221101,2478916,
global_mxsnoalb.uariz.t62.192.94.rg.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,9908,
global_slmask.t62.192.94.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,9108,
global_snoclim.1.875.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,438768,
global_snowfree_albedo.bosu.t62.192.94.rg.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,475584,
global_soilmgldas.statsgo.t92.192.94.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,435360,
global_soiltype.statsgo.t62.192.94.rg.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,5370,
global_vegtype.igbp.t62.192.94.rg.grb,FV3_input_data48,48,,,,.grb,,,input-data-20221101,6126,
ugwp_c384_tau.nc,FV3_input_data48,48,,,,.nc,,,input-data-20221101,4868,
C768_grid.tile1.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
C768_grid.tile2.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
C768_grid.tile3.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
C768_grid.tile4.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
C768_grid.tile5.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
C768_grid.tile6.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,132258685,
gfs_ctrl.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
gfs_data.tile2.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
gfs_data.tile3.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
gfs_data.tile4.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
gfs_data.tile5.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
gfs_data.tile6.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,4550333023,
grid_spec.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,22018,
oro_data.tile1.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
oro_data.tile2.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
oro_data.tile3.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
oro_data.tile4.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
oro_data.tile5.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
oro_data.tile6.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,47207533,
sfc_data.tile1.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
sfc_data.tile2.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
sfc_data.tile3.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
sfc_data.tile4.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
sfc_data.tile5.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
sfc_data.tile6.nc,FV3_input_data768,768,,,,.nc,,INPUT_L127,input-data-20221101,297331727,
global_mxsnoalb.uariz.t1534.3072.1536.rg.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,2582138,
global_slmask.t1534.3072.1536.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,2359380,
global_snoclim.1.875.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,438768,
global_snowfree_albedo.bosu.t1534.3072.1536.rg.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,123942624,
global_soilmgldas.statsgo.t1534.3072.1536.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,111393120,
global_soiltype.statsgo.t1534.3072.1536.rg.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,1386804,
global_vegtype.igbp.t1534.3072.1536.rg.grb,FV3_input_data768,768,,,,.grb,,,input-data-20221101,1586026,
merra2.aerclim.2003-2014.m01.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m02.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m03.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m04.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m05.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m06.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m07.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m08.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m09.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m10.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m11.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2.aerclim.2003-2014.m12.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,1018901352,
merra2C.aerclim.2003-2014.m01.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m02.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m03.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m04.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m05.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m06.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m07.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m08.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m09.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m10.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m11.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
merra2C.aerclim.2003-2014.m12.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,MERRA2,input-data-20221101,64218936,
test.x,FV3_input_data_INCCN_aeroclim,,,,,.x,,MERRA2,input-data-20221101,2736,
optics_BC.v1_3.dat,FV3_input_data_INCCN_aeroclim,,,,,.dat,,aer_data,input-data-20221101,202000,
optics_DU.v15_3.dat,FV3_input_data_INCCN_aeroclim,,,,,.dat,,aer_data,input-data-20221101,461637,
optics_DU.v15_3.nc,FV3_input_data_INCCN_aeroclim,,,,,.nc,,aer_data,input-data-20221101,73711072,
optics_OC.v1_3.dat,FV3_input_data_INCCN_aeroclim,,,,,.dat,,aer_data,input-data-20221101,202000,
optics_SS.v3_3.dat,FV3_input_data_INCCN_aeroclim,,,,,.dat,,aer_data,input-data-20221101,502753,
