Data File,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version,Dataset Type
C96.soil_type.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.vegetation_type.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.slope_type.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
oro_C96.mx100.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.maximum_snow_albedo.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.snowfree_albedo.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.soil_type.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.vegetation_type.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
ufs-land_C96_init_fields.tile1.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile5.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile4.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile2.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile3.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile6.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
C96_grid.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
grid_spec.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,,,.nc,21966,,input-data-20221101
C96_grid.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
ufs.cpld.lnd.out.2000-01-02-00000.tile1.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile5.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile3.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile6.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile4.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile2.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
